"","location","text","hashtags","tweetcreatedts"
"11735","New York","winging infect tomorrow yes criminally selfish braying hours tomorrow spittle flying happy sicken covid real oinker","[{'text': 'ORLANDOFLORIDA', 'indices': [17, 32]}, {'text': 'TyphoidMary', 'indices': [35, 47]}]",2020-10-12
"11736","Los Angeles","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-12
"11737","New York","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-12
"11738","New York","amazing spoke every woman ever patronized m calling texas monday powered trump s mismanagement covid means t love planning conferences ll spend every until nov volunteering","[]",2020-10-12
"11739","San Francisco","check platform amazing hospitals fight covid swap rent items others reduce co footprint trade barter health earth swap rent link","[]",2020-10-12
"11740","Los Angeles","positive test rate covid iowa per capita rate past week ranks nationwide nursing amana grandmother once stayed outbreak cases","[]",2020-10-12
"11741","Los Angeles","yasmin pena died covid yazy senior waterbury arts magnet school sang danced acted plays musicals eyes spark effervescence","[]",2020-10-12
"11742","New York","ralph kramden fever","[]",2020-10-12
"11743","Chicago","demand tested covid impartial professional reveal results returns senate capacity everyone amy coney barrett s hearing tested cleared re tweet agree","[]",2020-10-12
"11744","San Francisco","check platform amazing hospitals fight covid swap rent items others reduce co footprint trade barter health earth swap rent link","[]",2020-10-12
"11745","Los Angeles","regeneron ceo trump case weakest evidence covid treatment","[{'text': 'Trump', 'indices': [124, 130]}, {'text': 'DonTheCon', 'indices': [131, 141]}, {'text': 'TrumpLIES', 'indices': [142, 152]}, {'text': 'TrumpSWAMP', 'indices': [153, 164]}, {'text': 'Regeneron', 'indices': [165, 175]}, {'text': 'COVID19', 'indices': [176, 184]}, {'text': 'coronavirus', 'indices': [185, 197]}, {'text': 'CoronavirusPandemic', 'indices': [198, 218]}]",2020-10-12
"11746","New York","dr james pruden medical director emergency preparedness st josephs hospital jersey hospitals covid patient sick briefly spread hospital died","[]",2020-10-12
"11747","Chicago","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-12
"11748","Los Angeles","dr fauci says words taken context trump ad touting covid response","[]",2020-10-12
"11749","Chicago","unprecedented editors england journal medicine condemned trump administration response covid pandemic calling current leadership voted office","[]",2020-10-12
"11750","Chicago","covid antibody therapies approved patient likely dose general monoclonal antibody therapies cancer inflammation diseases quite safe says dr david ho","[]",2020-10-12
"11751","New York","hoping next summer lot filming done during difficult depends covid","[]",2020-10-12
"11752","New York","daily update published states reported tests cases currently hospitalized covid deaths six states reporting today ct ks mi mo nh ri","[]",2020-10-12
"11753","New York","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-12
"11754","San Francisco","q amp u climate discuss important lessons covid teaching climate crisis","[{'text': 'COVID<U+30FC>19', 'indices': [19, 28]}, {'text': 'Skin', 'indices': [53, 58]}, {'text': 'ClimateChange', 'indices': [175, 189]}, {'text': 'SkinHealth', 'indices': [215, 226]}]",2020-10-12
"11755","New York","week re talking covid overseas specifically australia tune hear perspectives host amp friends amp","[{'text': 'FriendsLikeUs', 'indices': [13, 27]}, {'text': 'CheckItOut', 'indices': [215, 226]}, {'text': 'CheckUsOut', 'indices': [252, 263]}]",2020-10-12
"11756","New York","news amp kill contact","[{'text': 'download', 'indices': [19, 28]}, {'text': 'Coronavirus', 'indices': [35, 47]}, {'text': 'Recipes', 'indices': [83, 91]}, {'text': 'coronaviruschallenge', 'indices': [92, 113]}, {'text': 'COVID19', 'indices': [114, 122]}]",2020-10-12
"11757","New York","twitter flagged tweet donald trump president claimed immune coronavirus saying violated social media platforms rules misleading information related covid","[]",2020-10-12
"11758","Chicago","february craft breweries countrys breweries june midst evolution coronavirus hit u","[]",2020-10-12
"11759","Los Angeles","nice able admit re skirting covid rules care","[]",2020-10-12
"11760","Chicago","common type cancer affecting women greenville sc system created mammography screening campaign amp increased","[{'text': 'BreastCancer', 'indices': [58, 71]}, {'text': 'health', 'indices': [99, 106]}, {'text': 'NationalBreastCancerMonth', 'indices': [198, 224]}]",2020-10-12
"11761","San Francisco","california prisons taken drastic measures combat coronavirus halting rehab treatment religious services educational classes authorities kept type operation running past six months prison factories","[]",2020-10-11
"11762","Miami","systemically corrupt news media believe country covid issue almost countries infected china s virus","[]",2020-10-11
"11763","Los Angeles","california prisons taken drastic measures combat coronavirus halting rehab treatment religious services educational classes authorities kept type operation running past six months prison factories","[]",2020-10-11
"11764","New York","twitter flagged tweet donald trump president claimed immune coronavirus saying violated social media platforms rules misleading information related covid","[]",2020-10-11
"11765","New York","covid reversed ldrship diseases says hasnt basic testing strategy germany amp south korea meanwhile succeeding trump s w drawn further quitting amp spurning vaccine cooperation","[]",2020-10-11
"11766","New York","covid antibody therapies approved patient likely dose general monoclonal antibody therapies cancer inflammation diseases quite safe says dr david ho","[]",2020-10-11
"11767","Chicago","covid pandemic worse ever cases per worldwide don t under control says dr david ho whose lab switched hiv aids research working antibody therapies","[]",2020-10-11
"11768","New York","daily update published states reported tests cases currently hospitalized covid deaths six states reporting today ct ks mi mo nh ri","[]",2020-10-11
"11769","San Francisco","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11770","Chicago","memo address whether trump tested negative virus negative test d hearing constantly","[]",2020-10-11
"11771","New York","tomorrow share stories those lost native american communities across country shouldered disproportionate impact burden covid stories begin posting est run throughout hope ll share","[]",2020-10-11
"11772","Chicago","il trumps failed response covid","[]",2020-10-11
"11773","New York","video posted wednesday president trump called regeneron pharmaceuticals antibody therapy cure early studies similar therapies conducted eli lilly company drug reduced hospitalizations under","[]",2020-10-11
"11774","Los Angeles","ive hangovers worse covid experience","[]",2020-10-11
"11775","New York","covid pandemic worse ever cases per worldwide don t under control says dr david ho whose lab switched hiv aids research working antibody therapies","[]",2020-10-11
"11776","New York","debunks ccps natural origin theory backbone owned exclusively held pla run lab post reveal researcher published fabricated genome","[{'text': 'CCPVirus', 'indices': [83, 92]}, {'text': 'coronavirus', 'indices': [124, 136]}]",2020-10-11
"11777","New York","tech workers started leaving bay area lot sf salary boise tweets localized pay ppl aren t exactly excited others s totally worth latest w","[]",2020-10-11
"11778","Miami","dr conley refuses whether trump tested negative covid pass","[]",2020-10-11
"11779","San Francisco","tomorrow share stories those lost native american communities across country shouldered disproportionate impact burden covid stories begin posting est run throughout hope ll share","[]",2020-10-11
"11780","Los Angeles","unprecedented editors england journal medicine condemned trump administration response covid pandemic calling current leadership voted office","[]",2020-10-11
"11781","Los Angeles","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11782","Chicago","projections trends","[{'text': 'coronavirus', 'indices': [17, 29]}, {'text': 'banking', 'indices': [34, 42]}]",2020-10-11
"11783","Los Angeles","dr conley refuses whether trump tested negative covid pass","[]",2020-10-11
"11784","New York","video posted wednesday president trump called regeneron pharmaceuticals antibody therapy cure early studies similar therapies conducted eli lilly company drug reduced hospitalizations under","[]",2020-10-11
"11785","New York","pandemic diaries project invites submit audio recordings yourself loved ones telling personal stories life amid covid pandemic share story","[]",2020-10-11
"11786","New York","tomorrow share stories those lost native american communities across country shouldered disproportionate impact burden covid stories begin posting est run throughout hope ll share","[]",2020-10-11
